date,C1-1,C2-1,C3-1,C4-1,C5-2,C6-2,C7-2,C8-2,C9-3,C10-3,C11-3,C12-3,C13-4,C14-4,C15-4,C16-4,C17-5,C18-5,C19-5,C20-5,C21-6,C22-6,C23-6,C24-6,C25-7,C26-7,C27-7,C28-7,C29-8,C30-8,C31-8,C32-8,C33-9,C34-9,C35-9,C36-9,C37-10,C38-10,C39-10,C40-10,C41-11,C42-11,C43-11,C44-11,C45-12,C46-12,C47-12,C48-12
3/11/2015 12:00,11.662,46.321,8.494,7.945,6.56,7.594,7.217,6.788,6.712,7.67,7.745,7.192,7.293,7.945,8.095,7.091,6.737,7.368,7.242,6.788,6.458,7.066,7.393,6.077,6.179,7.167,6.687,5.334,7.469,7.87,8.02,7.393,5.411,6.611,7.142,6.357,6.965,6.965,7.87,7.594,7.268,8.394,8.99,8.568,-94.792,6.914,7.318,6.965
3/11/2015 12:15,12.147,46.77,8.494,7.97,6.458,7.519,7.217,6.788,6.636,7.594,7.72,7.192,7.167,7.845,8.07,7.091,6.636,7.268,7.242,6.788,6.331,6.99,7.368,6.077,6.077,7.116,6.687,5.334,7.419,7.795,7.995,7.393,5.308,6.56,7.116,6.357,6.914,7.192,7.569,7.594,7.167,8.27,8.916,8.568,-94.792,6.813,7.268,6.965
3/11/2015 12:30,12.703,47.125,8.494,7.97,6.357,7.419,7.217,6.788,6.509,7.494,7.72,7.192,7.116,7.82,8.07,7.091,6.509,7.167,7.242,6.788,6.23,6.914,7.343,6.077,5.949,7.041,6.687,5.36,7.268,7.77,7.97,7.393,5.179,6.509,7.041,6.357,7.015,7.293,7.368,7.594,7.041,8.145,8.767,8.568,-94.792,6.763,7.142,6.99
3/11/2015 12:45,12.34,47.028,8.494,7.97,6.23,7.318,7.217,6.788,6.382,7.419,7.72,7.192,7.015,7.569,8.07,7.091,6.433,7.091,7.217,6.788,6.128,6.864,7.318,6.077,5.872,6.965,6.661,5.36,7.343,7.72,7.945,7.393,5.076,6.433,6.99,6.357,6.914,7.167,7.318,7.594,6.99,8.02,8.668,8.568,-94.792,6.763,7.066,6.99
3/11/2015 13:00,12.534,47.157,8.519,7.97,6.179,7.217,7.217,6.788,6.306,7.343,7.72,7.217,6.914,7.619,8.045,7.116,6.331,7.015,7.217,6.788,5.949,6.763,7.268,6.102,5.796,6.864,6.661,5.385,7.015,7.619,7.895,7.419,4.973,6.357,6.914,6.382,6.889,7.142,7.192,7.594,6.914,8.02,8.618,8.568,-94.792,6.687,6.965,6.99
3/11/2015 13:15,12.775,46.995,8.519,7.97,6.051,7.167,7.217,6.813,6.204,7.293,7.695,7.217,6.813,7.645,8.02,7.116,6.23,6.94,7.192,6.788,5.847,6.661,7.242,6.102,5.693,6.813,6.636,5.385,7.041,7.569,7.845,7.419,4.844,6.357,6.864,6.382,6.813,7.091,7.167,7.619,6.864,7.97,8.519,8.568,-94.792,6.585,6.94,7.015
3/11/2015 13:30,13.329,46.834,8.519,7.97,6.077,7.116,7.192,6.813,6.102,7.242,7.67,7.217,6.687,7.569,7.995,7.116,6.128,6.889,7.167,6.788,5.719,6.611,7.192,6.102,5.616,6.813,6.636,5.385,6.914,7.519,7.795,7.419,4.792,6.255,6.737,6.408,6.763,7.015,7.066,7.619,6.788,7.97,8.494,8.568,-94.792,6.56,6.914,7.015
3/11/2015 13:45,13.137,47.028,8.519,7.97,5.924,7.015,7.167,6.813,6,7.167,7.67,7.217,6.737,7.569,7.97,7.116,6.051,6.839,7.116,6.788,5.616,6.535,7.116,6.102,5.514,6.712,6.611,5.385,6.813,7.419,7.72,7.419,4.584,6.23,6.712,6.408,6.712,7.041,7.041,7.619,6.763,7.895,8.419,8.568,-94.792,6.56,6.839,7.015
3/11/2015 14:00,13.161,46.995,8.543,7.97,5.821,6.965,7.167,6.813,5.898,7.116,7.645,7.217,6.611,7.494,7.945,7.116,5.975,6.788,7.015,6.788,5.514,6.484,7.041,6.102,5.385,6.611,6.611,5.411,6.889,7.368,7.619,7.419,4.636,6.153,6.611,6.408,6.687,7.015,7.015,7.619,6.611,7.82,8.394,8.568,-94.792,6.458,6.763,7.015
3/11/2015 14:15,13.449,46.995,8.568,7.97,5.745,6.889,7.142,6.813,5.821,6.965,7.619,7.217,6.56,7.293,7.92,7.116,5.898,6.737,6.965,6.788,5.411,6.433,6.965,6.102,5.334,6.535,6.585,5.411,6.661,7.318,7.619,7.419,4.532,6.153,6.636,6.408,6.661,6.965,6.94,7.619,6.56,7.695,8.319,8.568,-94.792,6.357,6.763,7.015
3/11/2015 14:30,13.401,47.06,8.568,7.97,5.693,6.813,7.116,6.813,5.745,6.914,7.594,7.217,6.382,6.864,7.845,7.142,5.821,6.661,6.914,6.788,5.334,6.408,6.889,6.102,5.231,6.458,6.56,5.411,6.712,7.217,7.519,7.444,4.428,5.975,6.56,6.433,6.611,6.914,6.914,7.619,6.458,7.594,8.27,8.593,-94.792,6.408,6.737,7.041
3/11/2015 14:45,13.473,47.06,8.593,7.97,5.565,6.763,7.091,6.813,5.668,6.813,7.569,7.217,6.535,6.585,7.845,7.142,5.745,6.611,6.864,6.788,5.282,6.331,6.839,6.128,5.179,6.331,6.535,5.437,6.661,7.217,7.469,7.444,4.428,5.949,6.56,6.433,6.56,6.914,6.864,7.619,6.357,7.544,8.245,8.593,-94.792,6.357,6.661,7.041
3/11/2015 15:00,13.69,47.06,8.618,7.97,5.488,6.712,7.066,6.813,5.591,6.737,7.519,7.242,6.102,7.015,7.67,7.142,5.668,6.56,6.813,6.788,5.179,6.255,6.763,6.128,5.102,6.306,6.509,5.437,6.357,7.167,7.469,7.444,4.194,6,6.535,6.433,6.509,6.864,6.813,7.619,6.281,7.469,8.22,8.593,-94.792,6.255,6.611,7.041
3/11/2015 15:15,13.353,47.157,8.618,7.97,5.334,6.661,7.015,6.813,5.539,6.687,7.469,7.242,6.026,6.712,7.67,7.167,5.591,6.535,6.763,6.788,5.102,6.204,6.712,6.128,5.05,6.255,6.509,5.437,6.661,7.066,7.318,7.444,4.324,5.872,6.408,6.458,6.458,6.839,6.788,7.645,6.204,7.393,8.145,8.593,-94.792,6.204,6.611,7.066
3/11/2015 15:30,13.257,47.222,8.643,7.97,5.257,6.611,6.965,6.813,5.411,6.611,7.393,7.242,6.102,6.864,7.67,7.167,5.514,6.458,6.712,6.788,5.102,6.128,6.661,6.153,4.947,6.204,6.458,5.437,6.255,6.965,7.318,7.469,4.584,5.872,6.484,6.458,6.433,6.813,6.763,7.645,6.102,7.242,8.145,8.593,-94.792,6.255,6.56,7.066
3/11/2015 15:45,13.185,47.287,8.668,7.97,5.179,6.56,6.94,6.813,5.282,6.611,7.393,7.242,6.128,6.687,7.645,7.167,5.437,6.408,6.661,6.788,4.999,6.102,6.611,6.153,4.895,6.128,6.458,5.462,6.128,6.99,7.268,7.469,4.22,5.411,6.357,6.458,6.382,6.813,6.763,7.645,6,7.142,8.12,8.593,-94.792,6.179,6.484,7.066
3/11/2015 16:00,13.04,47.352,8.693,7.97,5.102,6.509,6.889,6.813,5.282,6.56,7.268,7.242,5.898,6.306,7.368,7.167,5.36,6.357,6.611,6.788,4.869,6,6.56,6.153,4.844,6.051,6.408,5.462,6.102,6.864,7.142,7.469,4.246,5.334,6.408,6.458,6.331,6.813,6.763,7.645,5.898,7.066,8.02,8.593,-94.792,6.153,6.509,7.066
3/11/2015 16:15,13.112,47.32,8.717,7.97,5.05,6.458,6.839,6.813,5.257,6.484,7.217,7.242,5.949,6.636,7.192,7.167,5.282,6.306,6.56,6.788,4.818,5.949,6.509,6.153,4.869,5.975,6.408,5.462,6.026,6.813,7.142,7.469,4.141,5.308,6.433,6.484,6.306,6.788,6.712,7.645,5.796,6.965,7.97,8.593,-94.792,6.051,6.408,7.066
3/11/2015 16:30,12.896,47.352,8.742,7.97,5.024,6.408,6.788,6.839,5.128,6.382,7.217,7.268,5.693,6.611,7.217,7.192,5.231,6.255,6.509,6.788,4.662,5.872,6.458,6.153,4.921,5.872,6.357,5.488,6.077,6.763,7.091,7.469,4.063,5.231,6.408,6.484,6.306,6.813,6.737,7.645,5.693,6.889,7.92,8.593,-94.792,6.102,6.433,7.066
3/11/2015 16:45,12.606,47.255,8.767,7.97,4.869,6.306,6.763,6.839,4.999,6.306,7.167,7.268,5.719,6.611,7.142,7.192,5.154,6.204,6.484,6.813,4.636,5.821,6.408,6.153,4.869,5.821,6.331,5.488,6.026,6.687,7.041,7.469,3.985,5.128,6.357,6.484,6.23,6.864,6.788,7.569,5.616,6.839,7.895,8.618,-94.792,5.975,6.382,7.066
3/11/2015 17:00,11.2,47.45,8.792,7.97,5.128,6.153,6.763,6.839,4.818,6.255,7.142,7.268,5.539,6.408,7.091,7.192,5.076,6.153,6.433,6.813,4.506,5.745,6.331,6.153,4.714,5.872,6.306,5.488,5.796,6.611,6.965,7.469,3.958,5.024,6.306,6.509,5.308,6.864,6.914,7.519,5.539,6.763,7.82,8.618,-94.792,5.949,6.306,7.066
3/11/2015 17:15,10.247,47.711,8.817,7.97,5.05,6.204,6.737,6.839,4.766,6.153,7.142,7.268,5.77,6.458,7.015,7.192,5.024,6.102,6.382,6.813,4.402,5.693,6.306,6.179,4.402,5.796,6.281,5.488,5.796,6.509,6.889,7.494,3.854,4.999,6.281,6.509,5.154,6.94,6.839,7.519,5.488,6.712,7.845,8.618,-94.792,5.949,6.331,7.091
3/11/2015 17:30,10.124,47.352,8.841,7.97,4.999,6.153,6.712,6.839,4.714,6.204,7.091,7.268,5.642,6.484,6.839,7.217,4.947,6.051,6.331,6.813,4.35,5.668,6.255,6.179,4.22,5.616,6.255,5.514,5.847,6.458,6.864,7.494,3.88,4.921,6.255,6.509,5.024,6.051,6.94,7.494,5.437,6.636,7.745,8.618,-94.792,5.898,6.281,7.091
3/11/2015 17:45,10.075,47.417,8.866,7.97,4.947,6.102,6.661,6.839,4.48,6.153,7.066,7.268,5.488,6.255,6.788,7.217,4.869,6,6.306,6.813,4.298,5.591,6.204,6.179,4.141,5.77,6.23,5.514,5.745,6.408,6.813,7.494,3.801,4.869,6.255,6.509,4.714,6.788,6.788,7.519,5.334,6.585,7.77,8.618,-94.792,5.872,6.255,7.091
3/11/2015 18:00,9.854,47.613,8.891,7.97,4.869,6.077,6.636,6.839,4.428,6.128,7.015,7.268,5.437,6.458,6.788,7.217,4.818,5.949,6.255,6.813,4.194,5.539,6.153,6.204,3.932,5.693,6.204,5.514,5.745,6.357,6.763,7.519,3.617,4.869,6.204,6.509,4.895,6.839,6.889,7.368,5.282,6.509,7.67,8.618,-94.792,5.821,6.23,7.091
3/11/2015 18:15,9.312,47.81,8.916,7.97,4.818,6.026,6.611,6.839,4.298,6.153,6.94,7.293,5.488,6.331,6.763,7.217,4.74,5.898,6.204,6.813,4.141,5.514,6.128,6.204,3.985,5.488,6.179,5.539,5.745,6.255,6.763,7.519,3.459,4.921,6.153,6.509,4.869,6.839,6.864,7.469,5.205,6.458,7.619,8.618,-94.792,5.77,6.204,7.091
3/11/2015 18:30,9.238,48.371,8.941,7.97,4.766,6,6.56,6.864,4.168,6,6.965,7.293,5.411,5.898,6.687,7.217,4.662,5.847,6.179,6.813,4.037,5.488,6.077,6.204,3.985,5.231,6.153,5.539,5.565,6.179,6.788,7.519,3.406,4.818,6.153,6.535,5.179,6.839,6.763,7.469,5.128,6.408,7.645,8.618,-94.792,5.719,6.179,7.091
3/11/2015 18:45,9.336,49.073,8.965,7.97,4.688,5.949,6.535,6.864,4.089,6,6.889,7.293,5.462,6.051,6.611,7.242,4.61,5.796,6.128,6.813,3.932,5.411,6.051,6.204,4.115,5.231,6.051,5.539,4.869,6.204,6.813,7.519,3.354,4.714,6.153,6.535,4.895,6.56,6.99,7.343,5.076,6.357,7.645,8.618,-94.792,5.668,6.153,7.091
3/11/2015 19:00,8.941,48.938,8.99,7.97,4.61,5.898,6.509,6.864,3.958,5.821,6.864,7.293,5.411,6,6.458,7.242,4.532,5.693,6.102,6.813,3.906,5.334,6,6.204,4.246,5.282,5.949,5.539,4.428,6.051,6.788,7.519,2.93,4.895,6.128,6.535,4.636,6.331,6.839,7.444,5.024,6.306,7.619,8.618,-94.792,5.616,6.102,7.091
3/11/2015 19:15,8.916,49.242,9.015,7.97,4.558,5.872,6.458,6.864,3.88,5.796,6.813,7.293,5.334,6,6.535,7.242,4.454,5.591,6.102,6.813,3.827,5.334,5.975,6.204,4.194,5.334,5.847,5.539,4.454,6.026,6.763,7.519,3.009,4.688,6.179,6.535,4.506,6.204,7.116,7.494,4.999,6.281,7.594,8.618,-94.792,5.565,6.102,7.091
3/11/2015 19:30,8.767,49.039,9.04,7.97,4.506,5.821,6.408,6.864,3.775,5.872,6.839,7.293,5.334,6,6.408,7.242,4.35,5.488,6.102,6.813,3.827,5.231,5.949,6.204,4.141,5.308,5.847,5.565,4.376,5.949,6.737,7.519,2.93,4.636,6.128,6.535,4.194,6.179,7.066,7.519,4.921,6.23,7.569,8.593,-94.792,5.514,6.077,7.091
3/11/2015 19:45,8.668,49.039,9.064,7.97,4.428,5.77,6.382,6.864,3.67,5.693,6.788,7.318,5.205,5.872,6.255,7.242,4.246,5.411,6.077,6.813,3.696,5.231,5.924,6.23,4.063,5.282,5.821,5.565,4.298,5.872,6.712,7.519,3.248,4.584,6,6.56,4.063,6.204,6.99,7.519,4.895,6.179,7.569,8.593,-94.792,5.462,6.051,7.091
3/11/2015 20:00,8.369,49.073,9.064,7.97,4.324,5.693,6.306,6.864,3.564,5.693,6.763,7.318,5.128,5.821,6.179,7.242,4.141,5.36,5.924,6.813,3.696,5.205,5.872,6.23,4.011,5.231,5.796,5.565,4.246,5.821,6.661,7.544,2.797,4.61,6.077,6.56,4.428,6,6.965,7.494,4.869,6.153,7.469,8.568,-94.792,5.411,6.051,7.091
3/11/2015 20:15,8.792,48.972,9.089,7.97,4.194,5.616,6.306,6.864,3.459,5.539,6.712,7.318,5.102,5.77,6.077,7.268,4.063,5.334,5.872,6.813,3.696,5.154,5.847,6.23,3.932,5.205,5.77,5.565,4.168,5.796,6.661,7.519,2.396,4.61,6.051,6.56,4.636,5.334,7.041,7.469,4.792,6.102,7.444,8.568,-94.792,5.385,6.026,7.091
3/11/2015 20:30,7.67,49.039,9.114,7.995,4.246,5.616,6.255,6.864,3.354,5.462,6.687,7.318,5.024,5.745,6.051,7.268,3.985,5.282,5.847,6.813,3.643,5.128,5.796,6.23,3.854,5.179,5.745,5.591,4.115,5.745,6.611,7.519,2.128,4.61,5.949,6.56,4.61,5.975,7.091,7.444,4.74,6.077,7.444,8.568,-94.792,5.36,6,7.091
3/11/2015 20:45,7.293,50.025,9.114,7.995,4.168,5.591,6.179,6.864,3.274,5.437,6.636,7.318,4.921,5.642,6.026,7.268,3.88,5.282,5.847,6.813,3.564,5.076,5.796,6.23,3.775,5.128,5.719,5.591,4.063,5.719,6.585,7.519,2.343,4.532,5.693,6.56,5.847,6.788,6.712,7.217,4.688,6.026,7.419,8.568,-94.792,5.334,5.975,7.091
3/11/2015 21:00,7.368,49.377,9.139,7.995,3.985,5.514,6.204,6.864,3.168,5.437,6.611,7.318,4.818,5.565,6.051,7.268,3.827,5.231,5.821,6.813,3.564,5.05,5.77,6.23,3.67,5.076,5.693,5.591,4.011,5.668,6.56,7.494,2.262,4.584,5.591,6.56,5.872,6.788,6.763,7.268,4.61,5.975,7.318,8.543,-94.792,5.308,5.949,7.066
3/11/2015 21:15,7.544,50.439,9.163,7.995,4.115,5.539,6.102,6.889,3.063,5.36,6.611,7.318,4.714,5.488,6.051,7.268,3.749,5.179,5.796,6.813,3.538,4.973,5.745,6.23,3.564,5.024,5.668,5.591,3.985,5.616,6.535,7.469,2.823,4.428,5.668,6.56,5.898,6.763,6.737,7.192,4.584,5.949,7.343,8.543,-94.792,5.282,5.924,7.066
3/11/2015 21:30,7.72,49.411,9.163,7.995,3.985,5.462,6.051,6.889,2.983,5.231,6.56,7.318,4.558,5.308,6.128,7.268,3.696,5.179,5.745,6.813,3.406,4.999,5.693,6.255,3.459,4.973,5.642,5.591,3.985,5.565,6.509,7.444,3.036,4.402,5.668,6.535,5.847,6.737,6.712,7.091,4.506,5.898,7.343,8.519,-94.792,5.231,5.898,7.066
3/11/2015 21:45,7.87,49.275,9.163,7.995,3.88,5.437,6.051,6.889,2.877,5.231,6.535,7.318,4.454,5.334,6.102,7.268,3.591,5.231,5.77,6.813,3.354,4.895,5.693,6.255,3.354,4.921,5.642,5.591,3.985,5.539,6.484,7.393,2.797,4.506,5.719,6.484,5.821,6.712,6.687,7.066,4.48,5.847,7.242,8.519,-94.792,5.179,5.872,7.041
3/11/2015 22:00,7.368,49.275,9.188,7.995,3.854,5.385,5.924,6.889,2.77,5.231,6.509,7.318,4.48,5.411,5.949,7.268,4.063,5.231,5.693,6.813,3.354,4.869,5.642,6.255,3.248,4.869,5.616,5.591,3.827,5.539,6.458,7.368,2.717,4.428,5.668,6.484,5.821,6.687,6.661,7.041,4.402,5.796,7.217,8.494,-94.792,5.154,5.847,7.041
3/11/2015 22:15,6.458,49.377,9.188,8.02,3.591,5.231,6.281,6.889,2.664,5.154,6.509,7.318,4.376,5.462,5.847,7.268,3.932,5.205,5.898,6.813,3.248,4.869,5.616,6.255,3.142,4.818,5.616,5.616,3.827,5.462,6.433,7.343,2.797,4.454,5.179,6.458,5.796,6.661,6.636,7.041,4.402,5.77,7.167,8.494,-94.792,5.102,5.821,7.015
3/11/2015 22:30,6.636,49.411,9.188,8.02,3.722,5.282,6.128,6.889,2.557,5.076,6.484,7.318,4.089,5.437,5.872,7.268,3.88,5.154,5.719,6.788,3.142,4.844,5.591,6.255,3.063,4.766,5.616,5.616,3.827,5.437,6.408,7.318,2.877,4.48,5.36,6.408,5.77,6.636,6.611,6.99,4.376,5.745,7.167,8.494,-94.792,5.05,5.796,7.015
3/11/2015 22:45,6.509,49.751,9.213,8.02,3.564,5.179,6.051,6.889,2.477,5.024,6.458,7.318,3.801,5.539,5.847,7.268,3.801,5.102,5.719,6.788,3.036,4.792,5.565,6.255,2.93,4.74,5.488,5.616,3.67,5.411,6.357,7.293,2.85,4.48,5.36,6.357,5.745,6.636,6.611,6.99,4.324,5.719,7.167,8.494,-94.792,5.024,5.796,6.99
3/11/2015 23:00,6.153,50.37,9.213,8.02,3.643,5.231,5.591,6.889,2.423,4.921,6.408,7.318,3.958,5.437,5.77,7.268,3.775,5.05,5.668,6.788,2.983,4.74,5.565,6.255,2.823,4.714,5.437,5.616,3.67,5.36,6.357,7.268,2.744,4.48,5.308,6.331,5.745,6.636,6.585,6.99,4.298,5.668,7.116,8.469,-94.792,4.973,5.77,6.965
3/11/2015 23:15,5.076,50.682,9.213,8.02,3.564,5.231,5.488,6.889,2.37,5.024,6.357,7.318,4.141,5.565,5.668,7.242,3.749,5.024,5.591,6.788,2.903,4.714,5.539,6.255,2.717,4.688,5.437,5.616,3.722,5.308,6.331,7.242,2.797,4.376,5.257,6.281,5.719,6.611,6.585,6.965,4.246,5.642,7.066,8.469,-94.792,4.921,5.745,6.965
3/11/2015 23:30,4.506,52.419,9.213,8.02,3.564,5.205,5.437,6.889,2.316,5.154,6.433,7.318,4.063,5.539,5.872,7.217,3.722,4.973,5.591,6.763,2.85,4.714,5.514,6.255,2.637,4.662,5.385,5.616,3.512,5.308,6.281,7.217,2.823,4.376,5.231,6.255,5.693,6.585,6.56,6.94,4.141,5.591,7.066,8.469,-94.792,4.844,5.719,6.94
3/11/2015 23:45,5.898,52.528,9.213,8.02,3.512,5.179,5.437,6.889,2.289,4.947,6.281,7.343,4.141,5.539,5.924,7.217,3.696,4.973,5.539,6.763,2.85,4.714,5.462,6.255,2.557,4.61,5.385,5.616,3.617,5.231,6.255,7.192,2.85,4.324,5.231,6.255,5.668,6.585,6.56,6.94,4.089,5.514,7.015,8.444,-94.792,4.766,5.668,6.94
3/12/2015 0:00,4.973,52.095,9.213,8.02,3.38,5.128,5.411,6.864,2.236,5.05,6.408,7.318,4.089,5.616,5.872,7.192,3.643,4.921,5.514,6.763,2.877,4.662,5.411,6.255,2.503,4.584,5.36,5.616,3.485,5.179,6.23,7.142,2.85,4.298,5.205,6.23,5.668,6.56,6.535,6.914,4.037,5.488,7.015,8.444,-94.792,4.636,5.591,6.914
3/12/2015 0:15,4.921,51.952,9.213,8.02,3.327,5.128,5.334,6.864,2.209,4.947,6.23,7.318,4.22,5.411,6.026,7.192,3.617,4.869,5.514,6.763,2.744,4.636,5.437,6.255,2.45,4.532,5.334,5.642,3.221,5.076,6.128,7.142,2.823,4.272,5.205,6.23,5.642,6.56,6.535,6.889,3.958,5.437,6.813,8.419,-94.792,4.532,5.565,6.889
3/12/2015 0:30,4.61,51.916,9.188,8.045,3.38,5.05,5.334,6.864,2.182,4.999,6.306,7.318,3.932,5.411,6.128,7.192,3.564,4.869,5.411,6.737,2.69,4.428,5.437,6.255,2.396,4.506,5.334,5.642,3.88,4.947,5.975,7.268,2.77,4.22,5.205,6.204,5.616,6.56,6.509,6.864,3.88,5.488,6.763,8.419,-94.792,4.454,5.514,6.788
3/12/2015 0:45,3.801,52.203,9.188,8.045,3.327,5.024,5.334,6.839,2.155,4.921,6.306,7.318,3.538,5.308,6.281,7.192,3.538,4.818,5.411,6.737,2.717,4.454,5.257,6.255,2.343,4.454,5.308,5.642,4.141,4.792,5.872,7.192,2.717,4.194,5.179,6.204,5.591,6.535,6.509,6.889,3.801,5.565,6.813,8.394,-94.792,4.428,5.591,6.687
3/12/2015 1:00,3.354,51.952,9.188,8.045,3.248,5.024,5.282,6.839,2.128,4.921,6.128,7.318,2.93,5.128,6.077,7.217,3.485,4.766,5.411,6.737,2.664,4.402,5.231,6.255,2.289,4.428,5.282,5.642,4.194,4.636,5.796,7.091,2.637,4.168,5.179,6.153,5.539,6.509,6.484,6.839,3.643,5.642,6.712,8.369,-94.792,4.506,5.411,6.56
3/12/2015 1:15,3.827,52.095,9.163,8.045,3.142,4.921,5.282,6.839,2.101,4.895,6.23,7.318,2.664,5.05,6.128,7.217,3.433,4.766,5.308,6.712,2.637,4.48,5.231,6.204,2.236,4.402,5.257,5.642,4.141,4.558,5.693,7.116,2.584,4.141,5.179,6.153,5.539,6.509,6.484,6.813,3.801,5.334,6.433,8.344,-94.792,4.662,5.36,6.56
3/12/2015 1:30,2.983,52.347,9.163,8.045,3.142,4.947,5.231,6.839,2.047,4.818,6.153,7.293,2.744,5.154,5.975,7.217,3.38,4.688,5.334,6.712,2.717,4.428,5.179,6.179,2.209,4.376,5.231,5.642,4.141,4.792,5.668,7.116,2.477,4.168,5.154,6.128,5.462,6.484,6.458,6.813,3.775,5.334,6.458,8.319,-94.792,4.766,5.437,6.56
3/12/2015 1:45,2.396,52.891,9.163,8.07,2.93,4.921,5.205,6.839,2.021,4.869,6.051,7.268,2.93,5.231,5.949,7.192,3.327,4.662,5.282,6.712,2.664,4.402,5.128,6.102,2.155,4.35,5.205,5.642,4.324,5.514,5.668,7.091,2.396,4.194,5.179,6.102,5.437,6.509,6.484,6.839,3.775,5.282,6.408,8.295,-94.792,4.74,5.334,6.585
3/12/2015 2:00,2.316,53.184,9.139,8.07,2.956,4.818,5.205,6.813,1.994,4.895,6.204,7.268,2.85,5.231,5.898,7.116,3.274,4.636,5.282,6.687,2.53,4.298,5.179,6.102,2.128,4.272,5.179,5.642,4.506,5.668,5.642,7.066,2.37,4.141,5.128,6.051,5.36,6.484,6.458,6.763,3.696,5.437,6.611,8.27,-94.792,4.454,5.179,6.56
3/12/2015 2:15,3.116,52.564,9.139,8.07,2.717,4.818,5.154,6.813,1.967,4.714,6.026,7.268,2.85,5.076,6,7.142,3.221,4.61,5.282,6.687,2.396,4.194,5.128,6.102,2.155,4.141,5.128,5.642,4.636,5.616,5.719,7.142,2.262,4.168,5.154,6,5.334,6.433,6.458,6.864,3.485,5.539,6.737,8.245,-94.792,4.298,4.973,6.509
3/12/2015 2:30,2.744,51.667,9.114,8.07,2.85,4.792,5.128,6.813,1.967,4.532,6.026,7.242,2.823,4.999,5.975,7.091,3.142,4.558,5.128,6.687,2.316,4.089,4.999,6.077,2.209,4.194,4.947,5.642,4.636,5.616,5.719,7.091,2.021,4.141,5.257,5.949,5.308,6.408,6.458,6.813,3.38,5.437,6.509,8.27,-94.792,4.376,4.921,6.509
3/12/2015 2:45,3.168,51.596,9.114,8.07,2.744,4.818,5.102,6.813,1.994,4.714,6.077,7.217,2.423,4.999,5.642,7.116,3.089,4.506,5.154,6.661,2.423,3.932,4.947,6,2.236,4.168,4.973,5.642,4.61,5.642,5.719,7.041,2.155,4.063,5.205,5.924,5.282,6.408,6.433,6.737,3.327,5.385,6.433,8.245,-94.792,4.246,5.462,6.585
3/12/2015 3:00,3.564,51.137,9.089,8.07,2.637,4.714,5.102,6.813,2.021,4.272,6,7.167,2.021,4.947,5.77,7.116,3.036,4.48,5.179,6.661,2.584,3.801,4.921,5.949,2.289,4.037,4.947,5.642,4.61,5.668,5.745,7.066,2.236,4.011,5.179,5.898,5.231,6.382,6.433,6.788,3.354,5.385,6.458,8.27,-94.792,4.662,5.308,6.458
3/12/2015 3:15,4.272,51.916,9.064,8.07,2.584,4.714,5.076,6.788,2.128,4.22,6,7.091,2.074,5.05,5.719,6.965,2.956,4.454,5.076,6.661,2.637,3.617,4.818,5.898,2.262,4.089,4.818,5.642,4.454,5.693,5.77,7.116,2.074,4.089,5.179,5.924,5.05,6.331,6.433,6.737,3.354,5.437,6.458,8.22,-94.792,4.61,5.462,6.458
3/12/2015 3:30,4.298,50.682,9.064,8.095,2.69,4.662,5.024,6.788,2.182,4.194,5.872,6.914,2.155,4.973,5.745,6.94,2.903,4.428,5.102,6.661,2.717,3.564,4.818,5.898,2.236,4.089,4.921,5.642,4.194,5.668,5.796,7.015,1.913,4.063,5.205,5.949,4.766,6.255,6.458,6.864,3.327,5.462,6.408,8.22,-94.792,4.662,5.411,6.484
3/12/2015 3:45,4.324,50.335,9.04,8.095,2.77,4.61,4.973,6.763,2.262,4.22,5.796,6.99,2.047,4.844,5.975,6.889,2.823,4.376,5.076,6.636,2.797,3.617,4.869,5.898,2.128,4.141,5.154,5.642,4.376,5.693,5.796,7.066,1.67,4.063,5.205,6,4.324,6.255,6.458,6.864,3.433,5.539,6.382,8.195,-94.792,4.558,5.437,6.535
3/12/2015 4:00,4.558,50.335,9.015,8.095,3.116,4.61,4.895,6.737,2.262,4.141,5.847,7.116,1.913,4.766,5.847,6.914,2.77,4.35,5.024,6.585,2.744,4.037,4.792,5.949,2.074,4.246,5.128,5.642,4.168,5.693,5.821,7.116,1.507,4.037,5.231,6.026,4.011,6.23,6.484,6.839,3.459,5.539,6.306,8.17,-94.792,4.376,5.385,6.56
3/12/2015 4:15,4.714,50.439,8.99,8.095,2.877,4.532,4.869,6.737,2.182,4.194,5.821,7.091,1.913,4.61,6.102,6.914,2.744,4.324,5.024,6.56,2.61,4.168,4.766,6.026,2.021,4.194,5.102,5.642,4.089,5.565,5.77,6.99,1.398,4.037,5.205,6.051,4.115,5.796,6.661,7.041,3.354,5.488,6.255,8.17,-94.792,4.35,5.437,6.585
3/12/2015 4:30,4.792,50.266,8.965,8.12,3.063,4.324,5.282,6.687,2.101,4.298,5.719,7.116,1.805,5.282,5.924,6.965,2.69,4.298,5.076,6.56,2.45,4.194,4.766,6.077,1.994,4.115,5.076,5.642,3.801,5.539,5.821,6.864,1.317,3.985,5.179,6.102,4.115,5.693,6.56,7.041,3.301,5.282,6.23,8.17,-94.792,4.298,5.385,6.56
