"","X2","X34","X0","X2009.01.26.11.55.00"
"622722",2,34,0,"2015-01-27 16:25:00"
"622723",2,34,0,"2015-01-27 16:30:00"
"622724",2,34,0,"2015-01-27 16:35:00"
"622725",2,34,0,"2015-01-27 16:40:00"
"622726",2,34,0,"2015-01-27 16:45:00"
"622727",2,34,0,"2015-01-27 16:50:00"
"622728",2,34,0,"2015-01-27 16:55:00"
"622729",2,34,0,"2015-01-27 17:00:00"
"622730",2,34,0,"2015-01-27 17:05:00"
"622731",2,34,0,"2015-01-27 17:10:00"
"622732",2,34,0,"2015-01-27 17:15:00"
"622733",2,34,0,"2015-01-27 17:20:00"
"622734",2,34,0,"2015-01-27 17:25:00"
"622735",2,34,0,"2015-01-27 17:30:00"
"622736",2,34,0,"2015-01-27 17:35:00"
"622737",2,34,0,"2015-01-27 17:40:00"
"622738",2,34,0,"2015-01-27 17:45:00"
"622739",2,34,0,"2015-01-27 17:50:00"
"622740",2,34,0,"2015-01-27 17:55:00"
"622741",2,34,0,"2015-01-27 18:00:00"
"622742",2,34,0,"2015-01-27 18:05:00"
"622743",2,34,0,"2015-01-27 18:10:00"
"622744",2,34,0,"2015-01-27 18:15:00"
"622745",2,34,0,"2015-01-27 18:20:00"
"622746",2,34,0,"2015-01-27 18:25:00"
"622747",2,34,0,"2015-01-27 18:30:00"
"622748",2,34,0,"2015-01-27 18:35:00"
"622749",2,34,0,"2015-01-27 18:40:00"
"622750",2,34,0,"2015-01-27 18:45:00"
"622751",2,34,0,"2015-01-27 18:50:00"
"622752",2,34,0,"2015-01-27 18:55:00"
"622753",2,34,0,"2015-01-27 19:00:00"
"622754",2,34,0,"2015-01-27 19:05:00"
"622755",2,34,0,"2015-01-27 19:10:00"
"622756",2,34,0,"2015-01-27 19:15:00"
"622757",2,34,0,"2015-01-27 19:20:00"
"622758",2,34,0,"2015-01-27 19:25:00"
"622759",2,34,0,"2015-01-27 19:30:00"
"622760",2,34,0,"2015-01-27 19:35:00"
"622761",2,34,0,"2015-01-27 19:40:00"
"622762",2,34,0,"2015-01-27 19:45:00"
"622763",2,34,0,"2015-01-27 19:50:00"
"622764",2,34,0,"2015-01-27 19:55:00"
"622765",2,34,0,"2015-01-27 20:00:00"
"622766",2,34,0,"2015-01-27 20:05:00"
"622767",2,34,0,"2015-01-27 20:10:00"
"622768",2,34,0,"2015-01-27 20:15:00"
"622769",2,34,0,"2015-01-27 20:20:00"
"622770",2,34,0,"2015-01-27 20:25:00"
"622771",2,34,0,"2015-01-27 20:30:00"
"622772",2,34,0,"2015-01-27 20:35:00"
"622773",2,34,0,"2015-01-27 20:40:00"
"622774",2,34,0,"2015-01-27 20:45:00"
"622775",2,34,0,"2015-01-27 20:50:00"
"622776",2,34,0,"2015-01-27 20:55:00"
"622777",2,34,0,"2015-01-27 21:00:00"
"622778",2,34,0,"2015-01-27 21:05:00"
"622779",2,34,0,"2015-01-27 21:10:00"
"622780",2,34,0,"2015-01-27 21:15:00"
"622781",2,34,0,"2015-01-27 21:20:00"
"622782",2,34,0,"2015-01-27 21:25:00"
"622783",2,34,0,"2015-01-27 21:30:00"
"622784",2,34,0,"2015-01-27 21:35:00"
"622785",2,34,0,"2015-01-27 21:40:00"
"622786",2,34,0,"2015-01-27 21:45:00"
"622787",2,34,0,"2015-01-27 21:50:00"
"622788",2,34,0,"2015-01-27 21:55:00"
"622789",2,34,0,"2015-01-27 22:00:00"
"622790",2,34,0,"2015-01-27 22:05:00"
"622791",2,34,0,"2015-01-27 22:10:00"
"622792",2,34,0,"2015-01-27 22:15:00"
